index,dateCrawled,name,seller,offerType,price,abtest,vehicleType,yearOfRegistration,gearbox,powerPS,model,kilometer,monthOfRegistration,fuelType,brand,notRepairedDamage,dateCreated,nrOfPictures,postalCode,lastSeen
21868,2016-03-17 15:46:22,Vw_Passat_2.8_V6_4_Motion_Variant,privat,Angebot,0,test,kombi,2002,automatik,193,passat,150000,7,benzin,volkswagen,nein,2016-03-17 00:00:00,0,12555,2016-03-30 09:16:13
128387,2016-03-21 13:46:06,Vw_passz_1.9tdi_116psi_touring,privat,Angebot,1700,test,kombi,2000,,116,,150000,4,diesel,volkswagen,,2016-03-21 00:00:00,0,73312,2016-04-06 09:16:58
318070,2016-03-26 11:54:00,Jeep_Cherokee_kJ_2_8_crd,privat,Angebot,4200,control,suv,2004,automatik,160,cherokee,150000,6,diesel,jeep,nein,2016-03-26 00:00:00,0,23845,2016-04-05 23:46:52
117123,2016-03-29 23:43:31,Golf_3_color_concept,privat,Angebot,550,control,limousine,1993,manuell,75,golf,90000,4,benzin,volkswagen,nein,2016-03-29 00:00:00,0,9322,2016-04-06 10:45:00
98136,2016-03-20 08:40:36,Seat_Leon_1.6_Reference_TÜV_4/18,privat,Angebot,4990,control,limousine,2006,manuell,102,leon,150000,3,benzin,seat,nein,2016-03-19 00:00:00,0,56566,2016-03-24 12:15:43
53977,2016-03-16 21:51:33,Volkswagen_Passat_Variant_1.9_TDI,privat,Angebot,2199,control,kombi,2003,manuell,131,passat,150000,1,diesel,volkswagen,nein,2016-03-16 00:00:00,0,85591,2016-03-16 23:40:13
33042,2016-03-14 23:54:36,Opel_Vectra_3.0_V6_CDTI_Caravan_Sport,privat,Angebot,3999,control,kombi,2004,automatik,177,vectra,150000,10,diesel,opel,nein,2016-03-14 00:00:00,0,87561,2016-03-15 08:42:09
340643,2016-03-27 12:51:48,Corsa_1_Liter_40_PS,privat,Angebot,690,test,kleinwagen,1998,manuell,40,corsa,150000,4,benzin,opel,nein,2016-03-27 00:00:00,0,41061,2016-04-07 08:17:46
180936,2016-03-20 10:56:26,BMW_Cabrio_Neuzustand,privat,Angebot,20900,control,cabrio,2010,manuell,177,3er,90000,4,diesel,bmw,nein,2016-03-20 00:00:00,0,77871,2016-04-02 10:17:18
291526,2016-03-11 22:54:12,Auto_Radio_JVC_DVD,privat,Angebot,250,control,,2018,,0,,5000,0,,mercedes_benz,nein,2016-03-11 00:00:00,0,13407,2016-04-01 18:47:07
207040,2016-03-06 11:37:41,BMW_525i,privat,Angebot,9500,test,limousine,2004,automatik,192,5er,150000,10,benzin,bmw,nein,2016-03-06 00:00:00,0,21217,2016-03-17 08:44:31
312401,2016-03-22 17:43:50,Ford_Focus_2004_Motor_getriebe_tip_top,privat,Angebot,1000,control,kombi,2004,manuell,0,focus,150000,6,diesel,ford,,2016-03-22 00:00:00,0,27374,2016-03-28 08:16:06
158154,2016-03-16 20:44:32,Mazda_MX_5__Cabrio,privat,Angebot,2900,control,cabrio,1998,manuell,140,mx_reihe,90000,4,benzin,mazda,nein,2016-03-16 00:00:00,0,13595,2016-04-07 06:45:49
202840,2016-03-23 15:55:35,Golf_5_1_4l,privat,Angebot,4800,test,coupe,2007,manuell,80,golf,125000,6,benzin,volkswagen,,2016-03-23 00:00:00,0,76761,2016-03-26 09:45:20
28729,2016-03-28 13:50:09,Mercedes_Benz_C_180_Kompressor_Elegance,privat,Angebot,7500,test,limousine,2005,manuell,143,c_klasse,150000,8,benzin,mercedes_benz,nein,2016-03-28 00:00:00,0,87437,2016-04-06 17:45:47
74200,2016-03-31 20:43:09,Opel_Zafira_7Sitzer_Klima_8_Fach_Bereift_tuev_Neu,privat,Angebot,4699,test,bus,2007,manuell,105,zafira,125000,10,benzin,opel,nein,2016-03-31 00:00:00,0,52070,2016-03-31 20:43:09
341672,2016-04-05 10:56:19,OPEL_CORSA_B....._Gutes_Anfaengerauto_guenstig_im_Unterhalt,privat,Angebot,1000,control,kleinwagen,2001,manuell,0,corsa,100000,5,benzin,opel,,2016-04-05 00:00:00,0,86163,2016-04-07 14:56:41
211848,2016-04-03 12:06:16,Mercedes_c200,privat,Angebot,3900,control,limousine,2001,manuell,141,c_klasse,150000,4,benzin,mercedes_benz,nein,2016-04-03 00:00:00,0,35576,2016-04-05 13:17:54
272122,2016-03-29 20:50:44,Toyota_Avensis_1.8_Combi,privat,Angebot,3000,test,kombi,2002,manuell,129,avensis,125000,9,benzin,toyota,nein,2016-03-29 00:00:00,0,85540,2016-04-06 07:17:14
66089,2016-03-11 08:54:26,Smart_smart_fortwo_cdi_coupe,privat,Angebot,6150,test,kleinwagen,2011,,0,fortwo,80000,11,diesel,smart,nein,2016-03-11 00:00:00,0,48493,2016-04-06 06:46:32
258538,2016-04-03 18:49:30,Honda_Civic_1.6i_LS,privat,Angebot,3200,control,limousine,2002,manuell,110,civic,150000,10,benzin,honda,nein,2016-04-03 00:00:00,0,83022,2016-04-05 19:18:51
270698,2016-03-11 13:48:43,Smart_Brabus__Schwarz_mit_elektrischem_Dachfenster,privat,Angebot,1000,test,cabrio,2000,automatik,40,andere,125000,6,benzin,smart,nein,2016-03-11 00:00:00,0,46514,2016-03-11 13:48:43
87538,2016-03-11 22:40:50,"fiat_panda_750_""garagenfund""",privat,Angebot,0,control,kleinwagen,1991,manuell,34,,150000,10,benzin,fiat,,2016-03-11 00:00:00,0,23714,2016-03-29 20:47:31
208459,2016-03-24 19:59:31,gepflegter_blauer_VW_Lupo_1.0,privat,Angebot,1200,control,kleinwagen,1999,manuell,50,lupo,150000,12,benzin,volkswagen,nein,2016-03-24 00:00:00,0,93346,2016-03-24 20:44:24
85602,2016-03-05 15:56:48,AUDI_A6__TÜV__VIEL_NEU,privat,Angebot,1099,control,kombi,1994,manuell,118,a6,150000,8,benzin,audi,nein,2016-03-05 00:00:00,0,2699,2016-03-07 10:41:27
35071,2016-03-31 03:02:16,Mercedes_C_Klasse_C200_kompressor_tuev_bis_01/2017,privat,Angebot,2700,test,limousine,2002,manuell,163,c_klasse,150000,2,benzin,mercedes_benz,nein,2016-03-31 00:00:00,0,45968,2016-03-31 08:50:07
88761,2016-04-04 20:38:52,Smart_smart_&_pure,privat,Angebot,1400,control,kleinwagen,2000,,45,fortwo,125000,4,benzin,smart,nein,2016-04-04 00:00:00,0,91154,2016-04-06 22:46:23
1020,2016-03-30 00:56:03,BMW_320d_DPF_Aut.,privat,Angebot,12000,test,limousine,2007,automatik,177,3er,125000,12,diesel,bmw,nein,2016-03-30 00:00:00,0,22115,2016-04-06 22:45:49
129614,2016-03-07 18:56:59,Maserati_Ghibli_Diesel_Automatik,privat,Angebot,55000,control,limousine,2015,automatik,275,,20000,5,diesel,sonstige_autos,nein,2016-03-07 00:00:00,0,89198,2016-03-28 23:16:17
49416,2016-03-07 12:56:08,Opel_Astra_G_1.8_16V_zu_verkaufen,privat,Angebot,700,test,limousine,1998,manuell,116,astra,150000,12,benzin,opel,nein,2016-03-07 00:00:00,0,44866,2016-04-06 03:16:34
213072,2016-03-09 12:25:20,Honda_civic,privat,Angebot,1050,control,limousine,2000,manuell,0,civic,150000,6,benzin,honda,,2016-03-09 00:00:00,0,65479,2016-04-01 03:17:29
149573,2016-04-01 20:36:22,Renault_Twingo,privat,Angebot,700,test,kleinwagen,2000,manuell,58,twingo,150000,4,benzin,renault,nein,2016-04-01 00:00:00,0,31135,2016-04-01 20:36:22
258046,2016-03-21 21:53:33,BMW_550i_Aut._1HAND_wenig_km__Vollausstattung,privat,Angebot,35999,control,limousine,2010,automatik,408,5er,40000,9,benzin,bmw,nein,2016-03-21 00:00:00,0,67229,2016-04-07 02:16:29
262510,2016-03-28 09:52:46,318i_Cabrio_E36,privat,Angebot,2299,control,cabrio,1995,manuell,116,3er,150000,8,benzin,bmw,nein,2016-03-28 00:00:00,0,27616,2016-04-06 11:47:07
67900,2016-03-29 13:53:59,Opel_Corsa,privat,Angebot,1250,control,kleinwagen,2002,manuell,0,corsa,125000,1,,opel,nein,2016-03-29 00:00:00,0,90559,2016-04-05 23:47:09
129297,2016-03-29 10:51:29,Citroën_Xsara_Picasso_1.6_HDi,privat,Angebot,2190,control,bus,2004,manuell,109,andere,150000,12,diesel,citroen,nein,2016-03-29 00:00:00,0,14089,2016-04-05 20:18:37
13870,2016-03-07 14:54:30,Ford_Galaxy_Tuev_2017__2.0_TDCI,privat,Angebot,5850,control,,2017,manuell,136,galaxy,150000,10,,ford,,2016-03-07 00:00:00,0,50737,2016-04-07 06:45:49
314038,2016-03-15 00:53:05,BMW_E46_318i_KOMPLETTE_BREMSANLAGE_NEU_!,privat,Angebot,2000,test,limousine,1999,manuell,118,3er,150000,8,benzin,bmw,nein,2016-03-14 00:00:00,0,45721,2016-04-05 13:44:40
213209,2016-03-25 15:41:24,Fiat_500_1.3_Multijet_16V_DPF_byDiesel,privat,Angebot,7700,test,kleinwagen,2010,manuell,95,500,125000,9,diesel,fiat,nein,2016-03-25 00:00:00,0,92637,2016-04-06 19:16:12
149042,2016-03-23 10:49:19,Volkswagen_Passat_Variant_2.0_TDI_DSG___Navi__Rueckfahrkamer,privat,Angebot,9300,control,kombi,2012,automatik,140,passat,150000,7,diesel,volkswagen,nein,2016-03-23 00:00:00,0,39104,2016-04-07 11:16:02
53086,2016-03-10 16:54:47,Ford_Focus_1.6_TI_VCT_Trend,privat,Angebot,9500,control,limousine,2011,manuell,125,focus,60000,2,benzin,ford,nein,2016-03-10 00:00:00,0,97350,2016-03-18 01:44:27
258340,2016-03-28 17:49:14,BMW_325i_Cabrio_Aut._Edition_Exclusive_/_EUROPlus,privat,Angebot,26950,test,cabrio,2012,automatik,218,3er,30000,9,benzin,bmw,nein,2016-03-28 00:00:00,0,81929,2016-04-04 21:17:14
251871,2016-03-07 18:36:58,Opel_corsa,privat,Angebot,225,control,kleinwagen,1995,,33,corsa,150000,9,benzin,opel,,2016-03-07 00:00:00,0,97705,2016-03-17 16:45:36
245485,2016-03-30 23:57:51,Renault_Twingo_1.2_Metropolis,privat,Angebot,699,control,kleinwagen,1999,manuell,58,twingo,150000,12,benzin,renault,nein,2016-03-30 00:00:00,0,31171,2016-04-06 00:44:31
182660,2016-03-16 18:40:07,Golf_II_GL_1.6,privat,Angebot,1200,control,limousine,1990,manuell,69,golf,150000,5,benzin,volkswagen,nein,2016-03-16 00:00:00,0,88410,2016-03-17 16:47:41
27104,2016-03-29 15:38:18,Touran_2.0_TDI_Highline_1Hand_Leder_TOP_bj_2003,privat,Angebot,2366,control,kombi,2003,manuell,136,touran,150000,8,diesel,volkswagen,nein,2016-03-29 00:00:00,0,2943,2016-03-29 15:38:18
176004,2016-03-13 11:47:15,Golf_III_fuer_Bastler,privat,Angebot,249,control,kleinwagen,1997,manuell,75,golf,5000,1,benzin,volkswagen,,2016-03-13 00:00:00,0,28307,2016-04-06 15:17:22
352079,2016-04-02 16:30:49,citreon_c4_b_j_2008_Metallic_Lackierung,privat,Angebot,3290,control,kleinwagen,2008,,140,c4,20000,7,diesel,citroen,,2016-04-02 00:00:00,0,60329,2016-04-02 21:29:27
247864,2016-03-23 10:49:25,Audi_a4_1_6,privat,Angebot,0,control,limousine,1996,manuell,101,a4,150000,1,benzin,audi,,2016-03-23 00:00:00,0,89518,2016-04-07 11:16:03
72509,2016-03-06 20:37:15,Ford_Fiesta_5_Tuerig_Klima_ZV_Servo,privat,Angebot,150,control,kleinwagen,1998,manuell,75,fiesta,80000,11,benzin,ford,ja,2016-03-06 00:00:00,0,8107,2016-03-24 09:45:52
79921,2016-03-24 13:06:23,BMW_530_d_touring,privat,Angebot,1400,control,kombi,2000,manuell,184,5er,150000,4,diesel,bmw,,2016-03-24 00:00:00,0,55122,2016-03-29 13:47:51
263030,2016-04-03 17:48:19,Volkswagen_Passat_2.5_TDI_V6_4Motion_Exclusive,privat,Angebot,3500,test,limousine,2004,manuell,179,passat,150000,2,diesel,volkswagen,nein,2016-04-03 00:00:00,0,76437,2016-04-05 18:17:15
80756,2016-03-07 00:39:25,Peugeot_207,privat,Angebot,1400,test,kleinwagen,1999,manuell,0,2_reihe,150000,7,benzin,peugeot,,2016-03-06 00:00:00,0,44139,2016-03-13 04:15:35
232462,2016-03-05 14:25:23,Audi_A4_Avant_2.0_TDI_DPF_S_line_Sportpaket,privat,Angebot,9600,control,kombi,2008,manuell,143,a4,150000,11,diesel,audi,nein,2016-03-05 00:00:00,0,56269,2016-03-07 10:46:43
12913,2016-03-16 23:53:55,Chrysler_Voyager_2.0_Family,privat,Angebot,650,test,bus,1998,manuell,133,voyager,150000,8,benzin,chrysler,ja,2016-03-16 00:00:00,0,41334,2016-04-02 01:18:19
92083,2016-03-27 11:40:58,Audi_A4_b7_3.0_tdi_Quattro_top_gepflegt__bbs__no_airride__Tausch_,privat,Angebot,0,test,limousine,2006,automatik,235,a4,5000,12,diesel,audi,nein,2016-03-27 00:00:00,0,26629,2016-04-07 06:44:33
332270,2016-03-27 22:51:22,VW_Golf_4___1.6___101PS___4_Tuerig___Gruen_Metallic___Unfallwagen,privat,Angebot,0,test,limousine,1999,manuell,101,golf,150000,0,benzin,volkswagen,ja,2016-03-27 00:00:00,0,34466,2016-03-28 00:42:48
114016,2016-03-08 17:55:03,MB_220_CDI,privat,Angebot,3990,control,kombi,2004,automatik,0,e_klasse,150000,12,,mercedes_benz,,2016-03-08 00:00:00,0,1816,2016-04-07 08:45:31
361761,2016-03-14 16:48:00,320d_163__PS__BI_XENON_NAVI_CUTE_SKIN,privat,Angebot,6500,test,limousine,2011,manuell,163,3er,150000,2,diesel,bmw,nein,2016-03-14 00:00:00,0,16269,2016-03-14 16:48:00
92365,2016-04-01 01:55:59,Super_Kleinwagen,privat,Angebot,3800,control,kleinwagen,2008,manuell,40,fox,50000,11,benzin,volkswagen,nein,2016-03-31 00:00:00,0,14532,2016-04-07 04:16:26
328990,2016-03-11 11:06:20,Volkswagen_Golf_1.8_CL,privat,Angebot,500,test,limousine,1995,manuell,90,golf,150000,6,benzin,volkswagen,nein,2016-03-11 00:00:00,0,56427,2016-03-12 22:31:11
255771,2016-03-31 20:54:32,Renault_Twingo,privat,Angebot,450,test,kleinwagen,1999,manuell,58,twingo,150000,7,benzin,renault,,2016-03-31 00:00:00,0,58708,2016-03-31 20:54:32
352533,2016-04-04 22:45:48,Volkswagen_Touareg_3.0_V6_TDI_BMT_R_Line_Rueckf.kamera_Xenon,privat,Angebot,39900,test,suv,2014,automatik,204,touareg,40000,1,diesel,volkswagen,nein,2016-04-04 00:00:00,0,22179,2016-04-07 01:17:51
231654,2016-03-10 11:06:25,BMW_X5_3.0_d,privat,Angebot,10600,control,limousine,2004,automatik,218,x_reihe,150000,10,diesel,bmw,nein,2016-03-10 00:00:00,0,56470,2016-04-07 06:45:10
262795,2016-03-20 01:57:27,Seat_Alhambra_2.0_TDI_DPF_Vigo,privat,Angebot,6790,test,bus,2006,manuell,140,alhambra,150000,12,diesel,seat,nein,2016-03-20 00:00:00,0,96450,2016-04-06 03:17:01
191228,2016-03-09 01:36:25,Ford_Fiesta_1.4_Sport,privat,Angebot,6600,control,kleinwagen,2009,manuell,97,fiesta,60000,9,benzin,ford,nein,2016-03-09 00:00:00,0,58452,2016-03-11 00:16:43
332382,2016-03-07 22:36:57,Volkswagen_Golf,privat,Angebot,9200,test,limousine,2010,manuell,105,golf,70000,10,benzin,volkswagen,nein,2016-03-07 00:00:00,0,18069,2016-03-10 17:45:47
238174,2016-03-08 15:52:21,BMW_120d_M_Paket_M1_Felgen_Blackline!_Navi/iPad,privat,Angebot,10000,test,limousine,2007,manuell,177,1er,150000,8,diesel,bmw,nein,2016-03-08 00:00:00,0,67346,2016-03-14 23:17:39
349371,2016-03-29 22:51:31,Ford_Fiesta_1_4_Individual_Titanium,privat,Angebot,6999,test,kleinwagen,2009,manuell,97,fiesta,70000,2,benzin,ford,,2016-03-29 00:00:00,0,2708,2016-04-06 12:15:19
65153,2016-03-22 14:50:15,Volkswagen_Polo_50,privat,Angebot,1299,control,kleinwagen,1998,manuell,50,polo,80000,10,benzin,volkswagen,ja,2016-03-22 00:00:00,0,90419,2016-03-25 06:48:04
340979,2016-03-25 14:40:06,Mercedes_Benz_C_180_Classic,privat,Angebot,1399,control,limousine,1996,automatik,122,c_klasse,150000,1,benzin,mercedes_benz,nein,2016-03-25 00:00:00,0,37640,2016-04-06 17:17:16
179045,2016-03-20 16:40:32,Nissan_Almera_1.8_Sport,privat,Angebot,1200,test,limousine,2001,manuell,114,almera,125000,2,benzin,nissan,nein,2016-03-20 00:00:00,0,48480,2016-04-06 21:46:26
99617,2016-03-10 21:37:03,Mazda_6_Sport_Kombi_2.0_Exclusive,privat,Angebot,4400,control,kombi,2005,manuell,147,6_reihe,150000,11,benzin,mazda,nein,2016-03-10 00:00:00,0,3172,2016-04-07 00:44:49
169606,2016-03-26 14:47:07,Ford_Fiesta_mit_TÜV_bis_12/2017,privat,Angebot,550,control,kleinwagen,1998,manuell,75,fiesta,150000,4,benzin,ford,,2016-03-26 00:00:00,0,74629,2016-04-06 02:46:01
35064,2016-04-03 17:49:28,Honda_Civic_1_6i_VTEC__Typ_EP2__3DR_,privat,Angebot,1650,test,coupe,2001,manuell,110,civic,30000,5,benzin,honda,nein,2016-04-03 00:00:00,0,65931,2016-04-07 01:16:19
114325,2016-03-22 18:56:05,VW_Touran_1_6TDI_Modell_2016,privat,Angebot,27990,control,bus,2015,manuell,110,touran,5000,10,,volkswagen,,2016-03-22 00:00:00,0,38471,2016-04-06 12:15:58
318240,2016-03-30 22:47:14,Ford_Transit_hoch_lag,privat,Angebot,1499,control,bus,2004,manuell,0,transit,150000,0,diesel,ford,ja,2016-03-30 00:00:00,0,68766,2016-04-03 14:46:06
211727,2016-03-26 21:38:16,Opel_Zafira_1.6_CNG_Turbo_Edition,privat,Angebot,7500,control,bus,2009,manuell,150,zafira,150000,11,cng,opel,nein,2016-03-26 00:00:00,0,86830,2016-04-06 14:15:43
46872,2016-03-28 17:46:12,Fiat_Stilo_1.6_16_V_Dynamic__!!!_Getriebeschaden_!!!,privat,Angebot,0,test,limousine,2003,manuell,103,stilo,150000,3,benzin,fiat,ja,2016-03-28 00:00:00,0,33104,2016-03-30 09:15:59
191218,2016-03-20 00:49:56,Ford_Fiesta_Titanium_1.4,privat,Angebot,7980,control,kleinwagen,2012,manuell,98,fiesta,60000,4,benzin,ford,nein,2016-03-19 00:00:00,0,78166,2016-04-06 01:17:35
183254,2016-04-01 18:54:57,Mazda_3_1.6_CD_DPF_Comfort,privat,Angebot,2999,control,limousine,2006,manuell,109,3_reihe,150000,1,diesel,mazda,nein,2016-04-01 00:00:00,0,53489,2016-04-05 14:47:17
188802,2016-03-22 18:51:31,BMW_316ti_2004,privat,Angebot,1390,control,andere,2004,manuell,116,3er,150000,6,benzin,bmw,ja,2016-03-22 00:00:00,0,77654,2016-03-28 10:15:24
114812,2016-03-29 17:59:00,Ford_Focus_tunier,privat,Angebot,1450,control,,2016,manuell,115,focus,150000,11,,ford,,2016-03-29 00:00:00,0,84367,2016-04-06 03:45:31
363648,2016-03-24 16:48:22,Volvo_V70_2.0_TÜV_neu__keine_Maengel__AHK,privat,Angebot,1350,control,kombi,1997,manuell,126,v70,150000,4,benzin,volvo,nein,2016-03-24 00:00:00,0,48153,2016-04-07 09:17:20
51476,2016-04-02 00:58:15,Mercedes_Benz_E_280_T,privat,Angebot,8990,test,kombi,1994,automatik,193,e_klasse,150000,3,benzin,mercedes_benz,nein,2016-04-01 00:00:00,0,76669,2016-04-06 06:15:36
111807,2016-03-30 22:47:06,Bastler_Fahrzeug,privat,Angebot,250,control,cabrio,1996,manuell,75,andere,125000,5,benzin,ford,,2016-03-30 00:00:00,0,40233,2016-04-05 13:45:35
79765,2016-03-17 19:45:08,BMW_328_Gran_Turismo,privat,Angebot,26500,control,limousine,2013,automatik,231,3er,80000,10,benzin,bmw,nein,2016-03-17 00:00:00,0,88167,2016-04-07 07:17:29
253111,2016-03-30 07:02:06,Suche_ein_Auto,privat,Angebot,0,test,,2000,,150,,150000,12,,bmw,,2016-03-30 00:00:00,0,12683,2016-03-30 09:43:50
153029,2016-03-20 20:25:25,MINI_Mini_One_Minimalism,privat,Angebot,8990,test,kleinwagen,2010,manuell,98,one,70000,11,benzin,mini,nein,2016-03-20 00:00:00,0,35630,2016-04-04 02:17:52
203313,2016-03-09 23:36:43,Audi_A4_1.6_Klimaautomatik_Hinten_mit_Kamera_gepflegt,privat,Angebot,4990,test,limousine,2003,manuell,102,a4,150000,5,benzin,audi,nein,2016-03-09 00:00:00,0,30851,2016-03-11 07:16:22
154275,2016-03-17 15:56:22,Volkswagen_Golf_2.0_FSI_Individual_Leder_Navi_Xenon_Sport,privat,Angebot,5550,test,limousine,2005,manuell,150,golf,150000,5,benzin,volkswagen,nein,2016-03-17 00:00:00,0,2791,2016-03-24 11:15:37
155408,2016-04-02 10:43:37,Seat_Altea_XL_1.6_TDI_DSG_Copa__Xenon__Navi__Multifun,privat,Angebot,13400,test,bus,2012,automatik,105,altea,70000,3,diesel,seat,nein,2016-04-02 00:00:00,0,63654,2016-04-06 08:15:40
235230,2016-03-20 19:55:50,Mazda_MX_5_1.6i_16V_Unplugged,privat,Angebot,5995,test,cabrio,2004,manuell,110,mx_reihe,90000,5,benzin,mazda,nein,2016-03-20 00:00:00,0,79541,2016-04-05 01:45:15
290805,2016-03-30 12:47:48,Audi_A4_Avant_3.0_TDI_DPF_quattro_Xenon_B&O,privat,Angebot,18800,control,kombi,2008,manuell,239,a4,125000,2,diesel,audi,nein,2016-03-30 00:00:00,0,72537,2016-04-07 03:44:24
332549,2016-03-05 17:51:31,A160_BENZ_AUTOMATIK,privat,Angebot,0,test,kleinwagen,1999,automatik,102,a_klasse,150000,9,benzin,mercedes_benz,nein,2016-03-05 00:00:00,0,87600,2016-03-06 04:44:17
317812,2016-03-09 19:38:44,Peugeot_208_120_VTI_Automatik_AllureVollausst.3JGarantie,privat,Angebot,12999,test,limousine,2014,automatik,120,2_reihe,40000,1,benzin,peugeot,nein,2016-03-09 00:00:00,0,14089,2016-03-15 07:16:34
145491,2016-03-15 20:55:31,Renault_Megane_1.6_Coupe_Cabriolet_Authenique,privat,Angebot,7500,test,cabrio,2007,manuell,111,megane,70000,5,benzin,renault,nein,2016-03-15 00:00:00,0,27336,2016-04-07 03:45:34
302273,2016-03-09 20:58:14,Audi_A2_1.4__gr._Inspektion/TÜV_neu__guter_Zustand,privat,Angebot,4650,test,kleinwagen,2003,manuell,75,a2,125000,2,benzin,audi,nein,2016-03-09 00:00:00,0,88400,2016-03-18 03:47:27
259449,2016-03-26 13:50:16,Astra_G_Elegance__5_tuerig,privat,Angebot,990,control,kleinwagen,1999,manuell,115,astra,150000,2,benzin,opel,nein,2016-03-26 00:00:00,0,49504,2016-03-26 13:50:16
166017,2016-04-04 14:57:28,Ford_Fiesta_1.3_Ambiente,privat,Angebot,1790,test,kleinwagen,2003,manuell,60,fiesta,125000,6,benzin,ford,nein,2016-04-04 00:00:00,0,61449,2016-04-05 12:18:37
165745,2016-04-02 15:44:59,Nissan_pick_up_md21,privat,Angebot,2600,control,suv,1991,manuell,76,,150000,3,,nissan,,2016-04-02 00:00:00,0,6648,2016-04-06 14:17:14
108472,2016-04-03 12:51:13,Volvo_V70_2.4,privat,Angebot,3500,control,kombi,2001,manuell,140,v70,150000,2,benzin,volvo,nein,2016-04-03 00:00:00,0,24220,2016-04-05 11:18:32
88846,2016-03-29 13:45:24,Ersatzteile_oder_komplet_kauf,privat,Angebot,600,control,,2016,manuell,65,picanto,150000,0,benzin,kia,nein,2016-03-29 00:00:00,0,17179,2016-03-29 13:45:24
218928,2016-03-25 00:40:38,Reault_clio,privat,Angebot,1200,control,kleinwagen,1998,manuell,75,clio,150000,0,benzin,renault,ja,2016-03-24 00:00:00,0,91154,2016-04-05 20:44:24
19516,2016-03-10 02:36:22,Polo_4Tuerig,privat,Angebot,690,control,kleinwagen,1999,manuell,60,polo,150000,3,benzin,volkswagen,nein,2016-03-10 00:00:00,0,58256,2016-03-17 07:47:59
63490,2016-03-29 22:45:26,Audi_A3_2.0_FSI,privat,Angebot,3200,test,limousine,2003,manuell,150,a3,150000,0,benzin,audi,,2016-03-29 00:00:00,0,49176,2016-04-06 09:44:47
91093,2016-03-26 21:58:47,Suzuki_Swift_GLS,privat,Angebot,250,control,kleinwagen,1995,manuell,50,swift,150000,4,benzin,suzuki,nein,2016-03-26 00:00:00,0,4229,2016-03-26 23:45:18
121243,2016-04-04 22:47:12,Opel_Astra_1.7_TD_Caravan,privat,Angebot,1299,test,kombi,1998,manuell,68,astra,150000,4,diesel,opel,nein,2016-04-04 00:00:00,0,81739,2016-04-07 01:45:13
68229,2016-03-15 19:57:08,VW_Passat_Variant_Highline,privat,Angebot,11800,control,kombi,2009,manuell,140,passat,90000,3,diesel,volkswagen,nein,2016-03-15 00:00:00,0,42477,2016-03-20 17:47:38
125707,2016-03-26 18:50:19,Bmw_e39_Karosse_zu_verschenken_an_Schrotti,privat,Angebot,0,test,,2000,automatik,0,5er,150000,0,,bmw,ja,2016-03-26 00:00:00,0,49176,2016-03-28 08:15:24
129721,2016-03-25 22:51:34,Wer_hilft_mir_bei_der_Fianzierung_eines_smarts,privat,Angebot,0,control,,2013,automatik,0,,5000,0,,smart,,2016-03-25 00:00:00,0,40627,2016-03-26 05:42:12
113292,2016-03-23 22:58:26,Opel_Astra_1.8_Edition_Silver,privat,Angebot,2200,test,limousine,1999,manuell,116,astra,150000,2,benzin,opel,nein,2016-03-23 00:00:00,0,41569,2016-04-06 17:45:42
200567,2016-03-22 14:47:28,BMW_320i_touring,privat,Angebot,3199,control,kombi,1998,manuell,150,3er,150000,3,benzin,bmw,nein,2016-03-22 00:00:00,0,21379,2016-04-06 03:46:07
236969,2016-03-16 15:52:13,Mercedes_Benz_S_63_AMG_L_4M__Chaffeur__Voll__Burm.__Np_240T€,privat,Angebot,129500,test,limousine,2014,automatik,585,s_klasse,80000,10,benzin,mercedes_benz,nein,2016-03-16 00:00:00,0,40764,2016-04-04 16:47:40
369981,2016-04-02 14:50:01,Nissan_Primastar,privat,Angebot,1,test,bus,2005,manuell,101,andere,150000,2,diesel,nissan,ja,2016-04-02 00:00:00,0,97237,2016-04-06 13:17:40
189435,2016-03-26 11:48:04,Alfa_Romeo_147_1.9_JTD_8V_M_Jet_DPF_Sportiva,privat,Angebot,4200,control,limousine,2007,manuell,120,147,150000,4,diesel,alfa_romeo,nein,2016-03-26 00:00:00,0,82467,2016-03-26 11:48:04
334753,2016-03-27 15:56:29,Skoda_Octavia_2.0_TDI_Elegance,privat,Angebot,4000,control,limousine,2004,manuell,140,octavia,150000,7,diesel,skoda,nein,2016-03-27 00:00:00,0,3096,2016-03-27 16:42:47
12704,2016-04-02 15:54:47,Audi_A6_2.7_TDI_quattro,privat,Angebot,5999,control,kombi,2006,automatik,163,a6,150000,3,diesel,audi,,2016-04-02 00:00:00,0,31628,2016-04-02 15:54:47
334533,2016-03-21 17:55:08,Volkswagen_Polo_1.4_United_Klima__4_tuerig__TÜV_Neu,privat,Angebot,5995,control,kleinwagen,2009,manuell,80,polo,60000,6,benzin,volkswagen,nein,2016-03-21 00:00:00,0,58093,2016-03-25 15:20:54
323222,2016-03-22 20:52:45,VW_Polo_86c_rot,privat,Angebot,40,control,kleinwagen,1992,manuell,0,polo,150000,1,benzin,volkswagen,,2016-03-22 00:00:00,0,21614,2016-03-22 20:52:45
87552,2016-03-12 13:55:56,Renault_Twingo,privat,Angebot,2500,control,kleinwagen,2005,manuell,58,twingo,70000,9,benzin,renault,nein,2016-03-12 00:00:00,0,57072,2016-03-21 19:18:46
